Date,Change_gas,Change_power,Change_eua,Price_Gas,Price_Power,Price_Eua
2018-03-27,0.028071150639244147,0.007768550763461057,0.0565760470242469,18.495,37.62,14.38
2018-03-28,-0.006758583400919171,-0.0018607123870282294,-0.04381084840055638,18.37,37.55,13.75
2018-03-29,-0.007893304300489956,-0.000798934753661662,0.02109090909090905,18.225,37.52,14.04
2018-04-03,-0.01015089163237326,-0.11780383795309168,0.0014245014245015675,18.04,33.1,14.06
2018-04-04,0.008037694013303787,0.012688821752265822,-0.016358463726884764,18.185,33.52,13.83
2018-04-05,-0.00302447071762435,-0.018198090692124302,-0.030368763557483747,18.13,32.91,13.41
2018-04-06,0.0027578599007169746,0.0015192950470983568,0.026099925428784365,18.18,32.96,13.76
2018-04-09,0.025577557755775526,-0.001516990291262288,0.025436046511627897,18.645,32.91,14.11
2018-04-10,0.01045856798069189,-0.017016104527499132,0.003543586109142405,18.84,32.35,14.16
2018-04-11,0.022027600849256812,-0.0037094281298301057,0.005649717514124353,19.255,32.23,14.24
2018-04-12,-0.002077382498052449,0.011169717654359479,0.014044943820224587,19.215,32.59,14.44
2018-04-13,0.0184751496226907,0.020558453513347397,0.027700831024930705,19.57,33.26,14.84
2018-04-16,-0.01124169647419515,0.01322910402886368,0.005390835579514919,19.35,33.7,14.92
2018-04-17,-0.017312661498708026,0.0008902077151333732,-0.01608579088471851,19.015,33.73,14.68
2018-04-18,0.015514067841177814,-0.012748295286095446,0.01089918256130784,19.31,33.3,14.84
2018-04-19,0.02848265147591933,-0.009309309309309177,-0.028301886792452824,19.86,32.99,14.42
2018-04-20,-0.0030211480362537513,0.006365565322825173,-0.0277392510402219,19.8,33.2,14.02
2018-04-23,0.00454545454545463,-0.013253012048192958,-0.010699001426533572,19.89,32.76,13.87
2018-04-24,-0.010809451985922536,-0.009768009768009733,0.025234318673395872,19.675,32.44,14.22
2018-04-25,0.01041931385006345,-0.004007398273735974,0.002812939521800173,19.88,32.31,14.26
2018-04-26,0.01358148893360167,-0.006499535747446661,0.017531556802244053,20.15,32.1,14.51
2018-04-27,0.005707196029776762,0.004984423676012373,0.004824259131633424,20.265,32.26,14.58
2018-04-30,0.014557118184061135,-0.029448233106013633,0.00137174211248281,20.56,31.31,14.6
2018-05-01,-0.02261673151750976,-0.012775471095496593,-0.013013698630136905,20.095,30.91,14.41
2018-05-02,-0.011445633242100017,-0.026852151407311564,-0.022900763358778664,19.865,30.08,14.08
2018-05-03,0.004278882456582034,-0.014627659574467988,-0.007102272727272707,19.95,29.64,13.98
2018-05-04,0.023558897243108,0.020917678812415685,0.0042918454935620964,20.42,30.26,14.04
2018-05-07,0.0,0.004296100462656938,0.04344729344729359,20.42,30.39,14.65
2018-05-08,0.008814887365328206,-0.001974333662388972,-0.0013651877133105117,20.6,30.33,14.63
2018-05-09,0.01189320388349513,0.03363006923837797,0.028708133971291794,20.845,31.35,15.05
2018-05-10,0.007675701607100072,0.00765550239234436,0.04053156146179404,21.005,31.59,15.66
2018-05-11,0.01237800523684851,-0.007597340930674212,0.0012771392081736277,21.265,31.35,15.68
2018-05-14,0.016929226428403554,0.026156299840510266,0.0012755102040815647,21.625,32.17,15.7
2018-05-15,-0.0039306358381503426,0.006216972334472937,-0.020382165605095426,21.54,32.37,15.38
2018-05-16,0.006035283194057772,-0.01699104108742655,0.05656697009102718,21.67,31.82,16.25
2018-05-17,0.029072450392247262,-0.012884978001257097,0.008615384615384691,22.3,31.41,16.39
2018-05-18,-0.010986547085201859,-0.035020694046482004,-0.0006101281269067504,22.055,30.31,16.38
2018-05-21,0.014509181591475961,0.0362916529198285,0.01831501831501825,22.375,31.41,16.68
2018-05-22,0.02368715083798878,0.012734797835084244,0.023980815347721673,22.905,31.81,17.08
2018-05-23,-0.008295132067234312,0.022320025149324296,0.004098360655737654,22.715,32.52,17.15
2018-05-24,-0.0008804754567466322,0.011685116851168464,0.017492711370262537,22.695,32.9,17.45
2018-05-25,-0.039215686274509776,0.008814589665653516,-0.016045845272206205,21.805,33.19,17.17
2018-05-29,0.038981884888787066,0.01024404941247381,0.01747233546884086,22.655,33.53,17.47
2018-05-30,0.014566320900463392,0.00029824038174752765,-0.025758443045220347,22.985,33.54,17.02
2018-05-31,-0.017620187078529526,0.33512224209898633,-0.05052878965922436,22.58,44.78,16.16
2018-06-01,-0.03565101860053144,-0.06163465832961135,0.02413366336633671,21.775,42.02,16.55
2018-06-04,0.005970149253731405,0.05925749643027123,0.05256797583081574,21.905,44.51,17.42
2018-06-05,-0.021684546907098867,0.004942709503482412,-0.017795637198622427,21.43,44.73,17.11
2018-06-06,-0.005132991133924403,-0.03822937625754519,0.011689070718877703,21.32,43.02,17.31
2018-06-07,0.016181988742964393,0.0030218503021848253,0.0034662045060660507,21.665,43.15,17.37
2018-06-08,-0.005769674590353158,0.0055619930475088175,-0.009786989061600582,21.54,43.39,17.2
2018-06-11,-0.00882079851439177,0.01567181378197735,-0.013953488372092981,21.35,44.07,16.96
2018-06-12,0.020374707259953162,0.010437939641479543,-0.020636792452830233,21.785,44.53,16.61
2018-06-13,0.027312370897406346,-0.016168874915787113,0.009632751354605729,22.38,43.81,16.77
2018-06-14,-0.0011170688114386929,-0.005478201323898646,-0.02564102564102566,22.355,43.57,16.34
2018-06-15,-0.027063296801610348,0.010787238925866305,-0.022031823745410017,21.75,44.04,15.98
2018-06-18,0.017931034482758568,-0.04791099000908261,0.004380475594493172,22.14,41.93,16.05
2018-06-19,-0.02009936766034326,0.01550202718817073,-0.02242990654205612,21.695,42.58,15.69
2018-06-20,-0.008988246139663536,-0.01009863785814935,0.018483110261312996,21.5,42.15,15.98
2018-06-21,0.002093023255814064,-0.0026097271648872766,0.020650813516895905,21.545,42.04,16.31
2018-06-22,0.005105592944998794,-0.0023786869647954845,0.018393623543838222,21.655,41.94,16.61
2018-06-25,-0.005079658277533983,0.006437768240343367,-0.004214328717640048,21.545,42.21,16.54
2018-06-26,-0.0023207240659085526,0.002132196162046851,0.0006045949214028568,21.495,42.3,16.55
2018-06-27,0.02512212142358683,0.00023640661938539864,0.013897280966767456,22.035,42.31,16.78
2018-06-28,-0.003403675970047648,0.0016544552115338451,-0.015494636471990564,21.96,42.38,16.52
2018-06-29,-0.0038706739526411793,0.0009438414346389923,-0.000605326876513157,21.875,42.42,16.51
2018-07-02,0.016685714285714193,0.06883545497406884,0.0066626287098727754,22.24,45.34,16.62
2018-07-03,0.0008992805755396738,-0.010366122629025254,0.0018050541516243523,22.26,44.87,16.65
2018-07-05,0.009209344115004514,0.012257633162469528,0.03603603603603611,22.465,45.42,17.25
2018-07-06,-0.004896505675495155,-0.0068251871422281285,0.0017391304347826875,22.355,45.11,17.28
2018-07-09,0.016774770744799827,0.03968078031478606,0.01736111111111094,22.73,46.9,17.58
2018-07-10,0.0,0.013006396588486124,0.005119453924914863,22.73,47.51,17.67
2018-07-11,-0.006599208095028675,0.013049884234898057,0.015846066779852785,22.58,48.13,17.95
2018-07-12,-0.027015057573073542,-0.009972989819239664,-0.012813370473537589,21.97,47.65,17.72
2018-07-13,0.013427401001365524,-0.0031479538300104304,-0.0016930022573361514,22.265,47.5,17.69
2018-07-16,-0.011003817651021874,0.02400000000000002,-0.0056529112492934575,22.02,48.64,17.59
2018-07-17,-0.007720254314259711,-0.0004111842105263275,0.008527572484366086,21.85,48.62,17.74
2018-07-18,0.01327231121281458,0.0063759769642122155,0.020856820744081128,22.14,48.93,18.11
2018-07-19,0.0006775067750677266,0.007561823012466773,0.024848150193263363,22.155,49.3,18.56
2018-07-20,-0.012638230647709414,-0.006896551724137834,0.011314655172413923,21.875,48.96,18.77
2018-07-23,0.007085714285714362,0.0106209150326797,0.017048481619605704,22.03,49.48,19.09
2018-07-24,0.0029505220154333323,0.0008084074373484462,-0.004190675746464034,22.095,49.52,19.01
2018-07-25,0.0033944331296675845,0.001817447495961133,0.014203051025775792,22.17,49.61,19.28
2018-07-26,-0.0024808299503835674,-0.0004031445273129375,-0.002593360995850613,22.115,49.59,19.23
2018-07-27,-0.010174089984173573,-0.000604960677555999,-0.007280291211648526,21.89,49.56,19.09
2018-07-30,0.007766103243490141,-0.00040355125100899336,-0.005238344683080265,22.06,49.54,18.99
2018-07-31,0.0024932003626472188,0.03128784820347197,0.01843075302790953,22.115,51.09,19.34
2018-08-01,-0.008365362875876081,0.008025053826580475,0.018097207859358866,21.93,51.5,19.69
2018-08-02,0.0002279981760144878,-0.009126213592232979,-0.008125952260030433,21.935,51.03,19.53
2018-08-03,0.014816503305220108,0.011953752694493502,0.0,22.26,51.64,19.53
2018-08-06,0.010781671159029615,-0.00038729666924874895,-0.005632360471070075,22.5,51.62,19.42
2018-08-07,0.004888888888888943,-0.0027121270825262167,-0.00308959835221434,22.61,51.48,19.36
2018-08-08,-0.0004422821760282636,0.0038850038850040125,-0.00723140495867769,22.6,51.68,19.22
2018-08-09,0.005088495575221064,0.016253869969040213,0.010405827263267664,22.715,52.52,19.42
2018-08-10,0.00726392251815966,-0.007806549885757907,0.01596292481977346,22.88,52.11,19.73
2018-08-13,0.027097902097902082,0.025331030512377728,0.008616320324378979,23.5,53.43,19.9
2018-08-14,0.009574468085106425,0.00655062698858333,0.005025125628140836,23.725,53.78,20.0
2018-08-15,-0.008640674394099102,0.00037188545927846484,-0.0025000000000000577,23.52,53.8,19.95
2018-08-16,0.013392857142857206,0.008736059479554026,-0.004511278195488688,23.835,54.27,19.86
2018-08-17,0.013425634571009093,0.006817763036668367,0.009063444108761365,24.155,54.64,20.04
2018-08-20,0.0010349824052990897,0.009333821376281026,0.019960079840319445,24.18,55.15,20.44
2018-08-21,0.009305210918114204,0.019220308250226692,0.042563600782778765,24.405,56.21,21.31
2018-08-22,0.0018438844499077955,0.0007116171499732538,0.023932426091037184,24.45,56.25,21.82
2018-08-23,0.012678936605317048,-0.003377777777777702,0.029789184234646937,24.76,56.06,22.47
2018-08-24,0.008683360258481487,0.0017838030681411876,0.01602136181575431,24.975,56.16,22.83
2018-08-27,0.017417417417417314,0.0007122507122507837,0.027157249233464853,25.41,56.2,23.45
2018-08-28,-0.001967729240456517,0.001245551601423589,-0.02515991471215351,25.36,56.27,22.86
2018-08-29,0.02011041009463721,-0.001777145903678723,0.014435695538057791,25.87,56.17,23.19
2018-08-30,0.010050251256281229,0.0003560619547799959,0.004312203536006809,26.13,56.19,23.29
2018-08-31,-0.011289705319555976,0.05552589428723986,-0.0038643194504078826,25.835,59.31,23.2
2018-09-04,0.03386878265918325,-0.03203506997133709,-0.04094827586206895,26.71,57.41,22.25
2018-09-05,0.011606140022463407,-0.016025082738198804,0.008539325842696677,27.02,56.49,22.44
2018-09-06,0.016099185788304826,0.004248539564524645,0.05035650623885912,27.455,56.73,23.57
2018-09-07,0.01948643234383529,0.02414947999294914,0.07467119219346618,27.99,58.1,25.33
2018-09-10,0.04055019649874958,0.023235800344234114,0.08251085669167013,29.125,59.45,27.42
2018-09-11,-0.011845493562231746,0.005046257359125228,-0.027716994894237845,28.78,59.75,26.66
2018-09-12,-0.04464906184850592,-0.0010041841004184704,-0.048387096774193505,27.495,59.69,25.37
2018-09-13,-0.024913620658301605,-0.008544144747863913,-0.1608198659834451,26.81,59.18,21.29
2018-09-14,0.0044759418127564565,0.002027712064886833,0.05307656176608755,26.93,59.3,22.42
2018-09-17,0.0425176383215744,-0.026812816188870103,0.04638715432649421,28.075,57.71,23.46
2018-09-18,-0.023686553873553007,-0.02062034309478422,-0.02685421994884918,27.41,56.52,22.83
2018-09-19,0.03319956220357545,-0.005484784147204547,0.0551905387647833,28.32,56.21,24.09
2018-09-20,0.009533898305084776,-0.00249066002490661,0.026151930261519185,28.59,56.07,24.72
2018-09-21,0.004721930745015701,-0.016586409844836836,0.006472491909385036,28.725,55.14,24.88
2018-09-24,0.018102697998259254,0.018498367791077275,0.01647909967845651,29.245,56.16,25.29
2018-09-25,-0.0005129081894340581,-0.008368945868945876,-0.04033214709371291,29.23,55.69,24.27
2018-09-26,-0.03318508381799512,-0.005207398096606197,-0.03502266172229085,28.26,55.4,23.42
2018-09-27,-0.024239207360226556,-0.0021660649819493782,0.024765157984628416,27.575,55.28,24.0
2018-09-28,-0.0088848594741614,-0.006874095513748291,0.026249999999999885,27.33,54.9,24.63
2018-10-01,0.004207830223198039,0.013114754098360715,0.013398294762484886,27.445,55.62,24.96
2018-10-02,-0.006922936782656319,0.04261057173678551,-0.008012820512820484,27.255,57.99,24.76
2018-10-03,-0.00513667217024405,0.0017244352474565794,0.008077544426494221,27.115,58.09,24.96
2018-10-04,0.013092384289138836,0.01273885350318471,0.008814102564102422,27.47,58.83,25.18
2018-10-05,0.015653440116490724,0.0033996260411355284,0.03653693407466241,27.9,59.03,26.1
2018-10-08,-0.024372759856630788,-0.03693037438590552,0.014559386973179933,27.22,56.85,26.48
2018-10-09,-0.014144011756061614,-0.016358839050131913,-0.04342900302114816,26.835,55.92,25.33
2018-10-10,-0.022917831190609306,-0.003576537911301858,-0.06632451638373471,26.22,55.72,23.65
2018-10-11,-0.01754385964912275,-0.029073941134242554,0.009725158562367886,25.76,54.1,23.88
2018-10-12,0.03377329192546563,0.015711645101663674,0.013819095477386911,26.63,54.95,24.21
2018-10-15,-0.00018775816748028973,-0.013648771610555,-0.08756712102437014,26.625,54.2,22.09
2018-10-16,-0.011079812206572837,-0.01162361623616237,0.01991851516523324,26.33,53.57,22.53
2018-10-17,-0.014812001519179496,-0.00018667164457719654,-0.011540168664003647,25.94,53.56,22.27
2018-10-18,0.0032767925983037127,0.0050410754294247795,0.015716210148181364,26.025,53.83,22.62
2018-10-19,0.03208453410182521,-0.00427271038454391,0.0008841732979663064,26.86,53.6,22.64
2018-10-22,-0.027736411020104268,0.04850746268656714,-0.03180212014134276,26.115,56.2,21.92
2018-10-23,-0.017231476163124593,-0.005693950177935947,-0.005474452554744547,25.665,55.88,21.8
2018-10-24,-0.015780245470484955,-0.00769506084466709,0.004587155963302614,25.26,55.45,21.9
2018-10-25,-0.015637371338084072,-0.02091974752028858,-0.02237442922374422,24.865,54.29,21.41
2018-10-26,-0.023527046048662625,-0.01491987474673051,-0.03829985987856144,24.28,53.48,20.59
2018-10-29,0.012355848434925765,-0.0056095736724008916,-0.08159300631374455,24.58,53.18,18.91
2018-10-30,-0.028681855166802217,-0.001316284317412597,-0.04124801692226343,23.875,53.11,18.13
2018-10-31,0.019267015706806223,0.07588024854076458,0.019856591285162706,24.335,57.14,18.49
2018-11-01,-0.02814875693445662,-0.03587679383969189,-0.04705246078961589,23.65,55.09,17.62
2018-11-02,0.026849894291754772,0.010891268832818879,0.0885357548240635,24.285,55.69,19.18
2018-11-05,-0.01955939880584734,-0.08260010773927084,0.006777893639207555,23.81,51.09,19.31
2018-11-06,0.0035699286014279075,0.0066549226854568655,0.019678922837907953,23.895,51.43,19.69
2018-11-07,0.021971123666038928,0.04199883336573995,0.05485017775520551,24.42,53.59,20.77
2018-11-08,0.00040950040950038513,0.02201903340175404,0.047183437650457405,24.43,54.77,21.75
2018-11-09,-0.004297994269340966,0.0023735621690705866,-0.0045977011494253706,24.325,54.9,21.65
2018-11-12,0.06700924974306255,0.07723132969034618,0.04849884526558901,25.955,59.14,22.7
2018-11-13,0.02176844538624545,-0.003381805884342337,-0.019383259911894157,26.52,58.94,22.26
2018-11-14,-0.009049773755656076,0.0066168985408889824,-0.021563342318059342,26.28,59.33,21.78
2018-11-15,0.015030441400304406,-0.0065734030001685095,-0.029843893480257178,26.675,58.94,21.13
2018-11-16,-0.026991565135895068,-0.000678656260604038,0.008518693800283916,25.955,58.9,21.31
2018-11-19,-0.06954344057021766,-0.05314091680814936,-0.010793054903801003,24.15,55.77,21.08
2018-11-20,0.008281573498964967,0.011475703783395907,0.025616698292220352,24.35,56.41,21.62
2018-11-21,0.006160164271047153,0.022513738698812347,0.049491211840888116,24.5,57.68,22.69
2018-11-23,0.013061224489795853,-0.003987517337031843,-0.012780960775672257,24.82,57.45,22.4
2018-11-26,-0.01107977437550356,-0.015839860748476986,-0.016964285714285654,24.545,56.54,22.02
2018-11-27,0.02505601955591774,-0.0019455252918287869,-0.009082652134423275,25.16,56.43,21.82
2018-11-28,-0.03418124006359302,0.0030125819599504666,-0.01466544454628782,24.3,56.6,21.5
2018-11-29,0.013786008230452618,0.001413427561837377,0.03395348837209311,24.635,56.68,22.23
2018-11-30,0.0022325959001421314,-0.09950599858856746,0.021142600089968377,24.69,51.04,22.7
2018-12-03,0.015998379910895144,-0.0015673981191222097,0.006607929515418665,25.085,50.96,22.85
2018-12-04,-0.026709188758222147,-0.03296703296703296,0.006126914660831373,24.415,49.28,22.99
2018-12-05,-0.024370264181855394,-0.036323051948051965,-0.04175728577642446,23.82,47.49,22.03
2018-12-06,-0.02749790092359372,-0.051168667087807984,0.014979573309123806,23.165,45.06,22.36
2018-12-07,-0.0008633714655730262,-0.022858411007545487,0.01073345259391778,23.145,44.03,22.6
2018-12-10,0.004536616979909258,-0.009084714967067864,0.02743362831858387,23.25,43.63,23.22
2018-12-11,0.015913978494623615,0.03415081366032524,-0.030146425495262696,23.62,45.12,22.52
2018-12-12,0.012701100762066098,0.02504432624113484,0.057282415630550476,23.92,46.25,23.81
2018-12-13,0.012750836120401399,0.017297297297297343,0.03527929441411182,24.225,47.05,24.65
2018-12-14,0.017337461300309442,0.022954303931987274,0.04503042596348905,24.645,48.13,25.76
2018-12-17,0.0014201663623452099,-0.025348015790567335,0.03610248447204967,24.68,46.91,26.69
2018-12-18,-0.03849270664505666,-0.0104455340012789,-0.010116148370176048,23.73,46.42,26.42
2018-12-19,0.020227560050569027,0.016803102111158985,0.0094625283875851,24.21,47.2,26.67
2018-12-20,0.016315572077653773,0.013983050847457656,-0.005249343832021025,24.605,47.86,26.53
2018-12-21,0.011989433042064457,-0.0054325114918512,0.016584998115340976,24.9,47.6,26.97
2018-12-24,-0.026305220883534042,-0.00945378151260512,0.010381905821282844,24.245,47.15,27.25
2018-12-27,-0.03815219632914002,0.003817603393425184,-0.006238532110091843,23.32,47.33,27.08
2018-12-28,-0.021869639794168116,0.003380519754912381,-0.0022156573116690614,22.81,47.49,27.02
2018-12-31,-0.03638754932047339,0.23520741208675489,0.001480384900073961,21.98,58.66,27.06
2019-01-02,0.022520473157415788,-0.06034776679168086,0.01145602365114562,22.475,55.12,27.37
2019-01-03,-0.009788654060066793,-0.012880986937590766,-0.07636097917427842,22.255,54.41,25.28
2019-01-04,0.030330262862278135,-0.014519389818048123,0.015031645569620222,22.93,53.62,25.66
2019-01-07,-0.06105538595726112,-0.07441253263707559,-0.05611847233047551,21.53,49.63,24.22
2019-01-08,0.02601021830004635,0.02780576264356216,0.023121387283236983,22.09,51.01,24.78
2019-01-09,-0.016749660479855155,-0.009801999607920053,-0.034301856335754666,21.72,50.51,23.93
2019-01-10,-0.002071823204419787,-0.0128687388635913,0.001253656498119593,21.675,49.86,23.96
2019-01-11,0.026758938869665405,0.005816285599679061,0.023372287145241977,22.255,50.15,24.52
2019-01-14,-0.026061559200179607,0.003988035892322994,-0.0077487765089723215,21.675,50.35,24.33
2019-01-15,0.014994232987312506,0.002979145978152964,0.0028771064529387047,22.0,50.5,24.4
2019-01-16,0.00022727272727274261,0.013267326732673279,0.031967213114754145,22.005,51.17,25.18
2019-01-17,0.04498977505112478,0.009575923392612706,0.008339952343129564,22.995,51.66,25.39
2019-01-18,-0.016960208741030658,-0.011420828493999169,0.048838125246159825,22.605,51.07,26.63
2019-01-22,-0.03494802034948019,-0.010573722341883696,0.011641006383777741,21.815,50.53,26.94
2019-01-23,0.017190006876002695,0.005343360379972184,-0.017446176688938442,22.19,50.8,26.47
2019-01-24,-0.04100946372239744,-0.012007874015747988,-0.02342274272761602,21.28,50.19,25.85
2019-01-25,-0.018327067669172914,-0.0103606296074914,-0.006576402321083252,20.89,49.67,25.68
2019-01-28,-0.01627573001436089,-0.0032212603180995503,-0.04595015576323991,20.55,49.51,24.5
2019-01-29,0.0017031630170316614,-0.0038376085639264534,0.023673469387754942,20.585,49.32,25.08
2019-01-30,-0.019674520281758645,0.0014193025141930882,-0.014354066985645897,20.18,49.39,24.72
2019-01-31,-0.016352824578790837,0.09637578457177565,-0.03317152103559873,19.85,54.15,23.9
2019-02-01,-0.027707808564231717,-0.04192059095106182,-0.014644351464435101,19.3,51.88,23.55
2019-02-04,0.0028497409326424528,-0.0907864302235929,0.04585987261146496,19.355,47.17,24.63
2019-02-05,-0.011108240764660327,-0.01250794996820015,0.004466098254161555,19.14,46.58,24.74
2019-02-06,-0.011755485893417017,-0.011163589523400463,0.02021018593371049,18.915,46.06,25.24
2019-02-07,-0.0002643404705260366,0.01801997394702548,-0.008716323296354966,18.91,46.89,25.02
2019-02-08,-0.034108937070333134,-0.03156323309874187,-0.04436450839328532,18.265,45.41,23.91
2019-02-11,-0.011497399397755292,-0.03193129266681338,0.0025094102885820924,18.055,43.96,23.97
2019-02-12,-0.014954306286347196,-0.005232029117379522,-0.0717563621193158,17.785,43.73,22.25
2019-02-13,0.013213382063536727,-0.0077749828493024475,0.011685393258427101,18.02,43.39,22.51
2019-02-14,-0.014705882352941235,0.0018437427978796883,-0.05064415815193246,17.755,43.47,21.37
2019-02-15,0.019431146156012602,-0.020703933747411973,0.031352363125877414,18.1,42.57,22.04
2019-02-19,-0.02182320441988972,0.0049330514446794815,-0.010435571687840262,17.705,42.78,21.81
2019-02-20,0.024851736797514956,0.0014025245441795509,0.010545621274644645,18.145,42.84,22.04
2019-02-21,-0.034444750620005515,0.0007002801120445934,-0.07803992740471866,17.52,42.87,20.32
2019-02-22,-0.01655251141552505,-0.0041987403778865895,0.005413385826771533,17.23,42.69,20.43
2019-02-25,-0.01654091700522342,0.002576715858514822,0.010768477728830161,16.945,42.8,20.65
2019-02-26,0.005901445854234355,0.00046728971962628485,0.020823244552058195,17.045,42.82,21.08
2019-02-27,0.0334408917571134,0.0,0.07685009487666039,17.615,42.82,22.7
2019-02-28,0.011353959693443327,-0.1004203643157402,0.018942731277532987,17.815,38.52,23.13
2019-03-01,-0.02778557395453274,-0.0012980269989616433,0.025940337224384047,17.32,38.47,23.73
2019-03-04,0.004618937644341736,-0.0246945671952169,0.036662452591656125,17.4,37.52,24.6
2019-03-05,-0.012643678160919491,-0.029850746268656803,-0.007317073170731714,17.18,36.4,24.42
2019-03-06,-0.019208381839348032,-0.029395604395604402,-0.03357903357903358,16.85,35.33,23.6
2019-03-07,0.001186943620178127,-0.03141805830738742,0.04915254237288136,16.87,34.22,24.76
2019-03-08,-0.008298755186722073,-0.0011689070718877703,-0.009693053311793265,16.73,34.18,24.52
2019-03-11,-0.006276150627615107,-0.02808660035108257,-0.030179445350734024,16.625,33.22,23.78
2019-03-12,-0.02496240601503752,-0.015051173991571298,0.000841042893187538,16.21,32.72,23.8
2019-03-13,-0.02991980259099325,-0.02353300733496333,-0.003361344537815225,15.725,31.95,23.72
2019-03-14,-0.007631160572337037,-0.017214397496087663,0.02023608768971341,15.605,31.4,24.2
2019-03-15,-0.02274911887215636,-0.004458598726114538,-0.01157024793388417,15.25,31.26,23.92
2019-03-18,-0.017704918032786843,-0.018234165067178565,-0.02926421404682289,14.98,30.69,23.22
2019-03-19,0.0016688918558078747,0.00032583903551630655,-0.029715762273901714,15.005,30.7,22.53
2019-03-20,0.01399533488837057,-0.0006514657980455363,0.02174877940523734,15.215,30.68,23.02
2019-03-21,-0.042720999014130845,-0.004889178617992096,-0.03214596003475234,14.565,30.53,22.28
2019-03-22,-0.007552351527634671,0.0,-0.013016157989228172,14.455,30.53,21.99
